date,revenue
2023-05-30,21484.92336616593
2023-05-31,21252.464251729383
2023-06-01,21732.24104748488
2023-06-02,16599.876392107544
2023-06-03,23161.268485805016
2023-06-04,23465.362366493406
2023-06-05,16428.24290986816
2023-06-06,29328.872555723785
2023-06-07,22369.164604558937
2023-06-08,14043.482513986757
2023-06-09,23282.768043169148
2023-06-10,17126.591648863392
2023-06-11,25935.42301871226
2023-06-12,25792.97789503702
2023-06-13,15896.588408241449
2023-06-14,24816.88064622161
2023-06-15,22063.90463468249
2023-06-16,24110.30079997245
2023-06-17,31483.964913269738
2023-06-18,20773.059419985646
2023-06-19,16231.319178212552
2023-06-20,15552.427851872384
2023-06-21,15920.948575172808
2023-06-22,19614.49145292948
2023-06-23,21705.759874083218
2023-06-24,23383.453996650096
2023-06-25,26135.91624518012
2023-06-26,20065.009459389534
2023-06-27,27267.670385786583
2023-06-28,18676.71583381022
2023-06-29,33600.84583294809
2023-06-30,23128.33673882503
2023-07-01,17714.212217918586
2023-07-02,16645.537509694437
2023-07-03,22412.362076215926
2023-07-04,18882.686073370747
2023-07-05,23570.00247046046
2023-07-06,22366.188122867723
2023-07-07,19635.855436715636
2023-07-08,17766.031409657975
2023-07-09,14425.763876570676
2023-07-10,17767.425239664895
2023-07-11,24281.99397161736
2023-07-12,21070.46872065102
2023-07-13,13771.30610644006
2023-07-14,20865.90462925591
2023-07-15,23926.586898644186
2023-07-16,17580.712818994336
2023-07-17,20768.62552972764
2023-07-18,20291.04359223
2023-07-19,14285.148510846884
2023-07-20,21788.936801741416
2023-07-21,22803.92263184117
2023-07-22,27415.256215876383
2023-07-23,27269.010260174517
2023-07-24,13111.653160214544
2023-07-25,15310.874800424386
2023-07-26,22575.1763360433
2023-07-27,22568.929754561043
2023-07-28,22575.23843153024
2023-07-29,41263.657453273605
2023-07-30,24854.452553465835
2023-07-31,25677.828200902994
2023-08-01,24770.008817466012
2023-08-02,23256.95625652899
2023-08-03,18423.653776798274
2023-08-04,23794.846102466337
2023-08-05,18135.87392731214
2023-08-06,20815.906966299957
2023-08-07,17573.182260854483
2023-08-08,20409.37069693161
2023-08-09,31573.292833367545
2023-08-10,10663.674037041259
2023-08-11,23431.300951872567
2023-08-12,13936.420644051741
2023-08-13,19640.340671052832
2023-08-14,25444.75298483683
2023-08-15,20321.400095477315
2023-08-16,14611.276110353469
2023-08-17,16423.48145370016
2023-08-18,23397.988744673377
2023-08-19,18348.166841414317
2023-08-20,23082.292947909875
2023-08-21,20227.85919951907
2023-08-22,16741.998261970915
2023-08-23,30719.720446626627
2023-08-24,23169.595111590057
2023-08-25,9874.287066711964
2023-08-26,22932.271573847138
2023-08-27,18691.06767615806
2023-08-28,24262.16667398112
2023-08-29,16037.396307836498
2023-08-30,19426.317792665504
2023-08-31,22524.936394902285
2023-09-01,24328.775970850606
2023-09-02,15998.517964721119
2023-09-03,20327.49382079526
2023-09-04,17625.27344419522
2023-09-05,16733.353837131443
2023-09-06,28827.271201405485
2023-09-07,22024.908554804777
2023-09-08,13695.580228324774
2023-09-09,26589.30973527388
2023-09-10,32610.780985063167
2023-09-11,
2023-09-12,12403.150170229932
2023-09-13,17578.829635668742
2023-09-14,26334.555745933114
2023-09-15,16461.652671906097
2023-09-16,24219.09714073114
2023-09-17,25873.170267146685
2023-09-18,15365.347642109586
2023-09-19,19702.373219691
2023-09-20,3793.6632996546377
2023-09-21,14878.06179332855
2023-09-22,18737.1592430342
2023-09-23,15761.084090175753
2023-09-24,30162.056519658177
2023-09-25,12849.293110196837
2023-09-26,17799.77756651508
2023-09-27,20653.702886430456
2023-09-28,27206.366445330576
2023-09-29,12820.689244102803
2023-09-30,27815.818760774797
2023-10-01,22051.165305097937
2023-10-02,15092.456744760246
2023-10-03,22310.517371316353
2023-10-04,20995.29847786735
2023-10-05,16998.915614206027
2023-10-06,20349.010424950095
2023-10-07,20073.4320156912
2023-10-08,22567.58672625624
2023-10-09,23310.653372605233
2023-10-10,27930.08408072676
2023-10-11,13810.922505865754
2023-10-12,30665.166873281334
2023-10-13,10239.56100238749
2023-10-14,21241.074524822085
2023-10-15,24941.58603242288
2023-10-16,21404.959338675162
2023-10-17,16886.502400897032
2023-10-18,18959.388748213623
2023-10-19,17534.995326705837
2023-10-20,17053.17621527894
2023-10-21,26248.010485105122
2023-10-22,23785.077429825236
2023-10-23,16535.45202369673
2023-10-24,24497.999377166256
2023-10-25,21536.497604383047
2023-10-26,24064.3105941948
2023-10-27,23148.14420961806
2023-10-28,17855.02494538964
2023-10-29,19199.09479901515
2023-10-30,23736.46802561631
2023-10-31,23051.851327167326
2023-11-01,19895.49203017926
2023-11-02,20586.63691654391
2023-11-03,26388.324478942122
2023-11-04,19042.143055820852
2023-11-05,24735.48690585019
2023-11-06,18989.03673783053
2023-11-07,18911.5939838639
2023-11-08,25493.88425993595
2023-11-09,24127.08174494015
2023-11-10,24067.548180003192
2023-11-11,28527.394035771646
2023-11-12,22105.019208163794
2023-11-13,23409.76485647482
2023-11-14,18448.666217032718
2023-11-15,21620.83176244221
2023-11-16,19349.284728161576
2023-11-17,20484.97982496359
2023-11-18,24975.78512718457
2023-11-19,17908.896583832637
2023-11-20,30461.9363784273
2023-11-21,14969.91309250149
2023-11-22,13929.056936061339
2023-11-23,25790.55436750034
2023-11-24,23958.31346981468
2023-11-25,25120.599085260776
2023-11-26,25141.7275463214
2023-11-27,19938.766135765425
2023-11-28,15513.728142570842
2023-11-29,
2023-11-30,16614.19144243944
2023-12-01,24875.598667088758
2023-12-02,21264.713092489306
2023-12-03,17872.514016037443
2023-12-04,18393.070791735034
2023-12-05,22064.65727137812
2023-12-06,17181.377235980126
2023-12-07,15888.898022167843
2023-12-08,21218.436057459563
2023-12-09,
2023-12-10,19465.284123144353
2023-12-11,17644.808471908385
2023-12-12,21160.249686788182
2023-12-13,12759.578292513379
2023-12-14,12962.681128117223
2023-12-15,16407.77889373782
2023-12-16,20932.764241440764
2023-12-17,23554.53782799002
2023-12-18,27376.78108474776
2023-12-19,24288.298116010097
2023-12-20,19200.307350182866
2023-12-21,19904.918960486557
2023-12-22,14987.353176810957
2023-12-23,21907.43432003805
2023-12-24,20556.70680539931
2023-12-25,21613.592801690447
2023-12-26,15863.845282238384
2023-12-27,22596.732571205863
2023-12-28,27663.694565012887
2023-12-29,19456.19925771571
2023-12-30,24008.558610494707
2023-12-31,25450.719958555565
2024-01-01,17993.89764057082
2024-01-02,21120.462409052085
2024-01-03,20062.962003908975
2024-01-04,20488.38049274416
2024-01-05,16134.951080722667
2024-01-06,22122.550871294712
2024-01-07,24489.99145622725
2024-01-08,27255.71803897521
2024-01-09,24796.354130426036
2024-01-10,30765.91228755778
2024-01-11,16163.262185559754
2024-01-12,24361.60318360339
2024-01-13,22916.71002869176
2024-01-14,32949.01466608836
2024-01-15,15958.508573224242
2024-01-16,15801.39078909612
2024-01-17,17003.036772779888
2024-01-18,9380.521378450965
2024-01-19,17371.224891596194
2024-01-20,18204.33669223151
2024-01-21,22751.968932381038
2024-01-22,21708.779878885798
2024-01-23,29380.854196079432
2024-01-24,24752.11919093025
2024-01-25,17115.481721687986
2024-01-26,15507.92664325821
2024-01-27,24459.595857532528
2024-01-28,15398.833964896789
2024-01-29,29157.293829271766
2024-01-30,25897.200603606434
2024-01-31,17654.121739476475
2024-02-01,11434.327354545612
2024-02-02,26769.361870827066
2024-02-03,21427.30077373691
2024-02-04,28189.081559867307
2024-02-05,12027.861706028165
2024-02-06,17003.124885231136
2024-02-07,20026.218498590915
2024-02-08,20234.90296882371
2024-02-09,17749.672642603782
2024-02-10,25114.249661737493
2024-02-11,16661.89785308703
2024-02-12,19288.10257489353
2024-02-13,20601.478158559494
2024-02-14,22572.194170293744
2024-02-15,23558.07439044445
2024-02-16,14376.789540810654
2024-02-17,14329.429146321889
2024-02-18,28388.384109492545
2024-02-19,21661.57005989796
2024-02-20,16257.567317217232
2024-02-21,27755.759877612614
2024-02-22,20578.373171464293
2024-02-23,25896.48592031913
2024-02-24,22337.592407050546
2024-02-25,32303.739624409936
2024-02-26,28776.70421221602
2024-02-27,18755.179257604632
2024-02-28,24857.854754771775
2024-02-29,23226.879747925737
2024-03-01,26843.157787661745
2024-03-02,17175.382697099478
2024-03-03,25430.257299992198
2024-03-04,25292.12243424794
2024-03-05,11206.302567884428
2024-03-06,14083.707436671124
2024-03-07,9803.839111199497
2024-03-08,18652.96582777721
2024-03-09,25587.711278979812
2024-03-10,29511.78526048014
2024-03-11,20370.473902098875
2024-03-12,28143.07772785646
2024-03-13,13099.492708925543
2024-03-14,11483.087803224227
2024-03-15,19722.261505516904
2024-03-16,23920.327244696535
2024-03-17,21836.526259529535
2024-03-18,9662.789499800618
2024-03-19,19554.39980243606
2024-03-20,13477.652497475734
2024-03-21,23348.362744150192
2024-03-22,21832.99123048424
2024-03-23,17300.601068363223
2024-03-24,19430.665413316532
2024-03-25,14703.932390555241
2024-03-26,19686.60451363414
2024-03-27,24775.71160250619
2024-03-28,15071.369768322282
2024-03-29,22520.23257758922
2024-03-30,19348.711908137797
2024-03-31,18035.63583868828
2024-04-01,19464.84820022721
2024-04-02,14823.788387903129
2024-04-03,17231.75347326409
2024-04-04,14010.610537055758
2024-04-05,29823.625664581945
2024-04-06,22176.317759858644
2024-04-07,18501.372460037073
2024-04-08,21069.899553671108
2024-04-09,19438.35975154585
2024-04-10,18895.152002333885
2024-04-11,23070.833500217126
2024-04-12,23787.538550236524
2024-04-13,19347.494261947362
2024-04-14,19120.9087967766
2024-04-15,18624.74151424178
2024-04-16,8490.394176322076
2024-04-17,12424.044689007238
2024-04-18,26834.371337222623
2024-04-19,28224.83856750642
2024-04-20,20754.81980221811
2024-04-21,24882.784815278832
2024-04-22,21556.25077271768
2024-04-23,35394.40404227619
2024-04-24,25597.874557172883
2024-04-25,19360.412042596166
2024-04-26,15222.297796997871
2024-04-27,13967.768398712138
2024-04-28,23017.318179336115
2024-04-29,16218.246273578483
2024-04-30,12888.731452011629
2024-05-01,16767.13557878737
2024-05-02,14592.259981928026
2024-05-03,28435.708175362823
2024-05-04,26408.198784747252
2024-05-05,21960.136793416914
2024-05-06,27399.72069445013
2024-05-07,20386.84153823809
2024-05-08,15693.578993358682
2024-05-09,27615.620386348288
2024-05-10,22694.550218423294
2024-05-11,16813.769228367717
2024-05-12,21048.30660958196
2024-05-13,15621.908733076214
2024-05-14,13086.00134517832
2024-05-15,24630.887737658206
2024-05-16,29547.083202350652
2024-05-17,13007.162130904293
2024-05-18,24814.846183452853
2024-05-19,18746.787154390866
2024-05-20,17564.37308117652
2024-05-21,17038.030378805655
2024-05-22,15680.04615160092
2024-05-23,20242.608139724136
2024-05-24,15845.249417944811
2024-05-25,23352.284128899195
2024-05-26,21748.809452754314
2024-05-27,18805.25976566795
2024-05-28,15462.18168979201
2024-05-29,17116.143347158337
2024-05-30,23776.95612912878
2024-05-31,22504.585938121905
2024-06-01,17112.223776007246
2024-06-02,22496.66152714613
2024-06-03,23756.935616858944
2024-06-04,11652.973594393141
2024-06-05,22716.800961899677
2024-06-06,16686.881205270765
2024-06-07,22852.993342965798
2024-06-08,18183.704217287413
2024-06-09,12975.589496677405
2024-06-10,11862.287810584186
2024-06-11,20240.42473330691
2024-06-12,21298.61250860741
2024-06-13,15478.416874477956
2024-06-14,23192.96229388687
2024-06-15,13692.399688655201
2024-06-16,21669.601006763416
2024-06-17,13944.919001187716
2024-06-18,16740.819460989205
2024-06-19,20236.99335658207
2024-06-20,15697.933173580237
2024-06-21,18077.222278850873
2024-06-22,27031.464046072204
2024-06-23,19115.540652384258
2024-06-24,24178.460560325708
2024-06-25,14351.46572671191
2024-06-26,22649.020889576415
2024-06-27,27207.843103289502
2024-06-28,7641.777499363554
2024-06-29,18015.523722647617
2024-06-30,24885.3606359027
2024-07-01,18984.773069785035
2024-07-02,21855.729366856543
2024-07-03,16980.074066420897
2024-07-04,20432.9489373645
2024-07-05,19221.613823039603
2024-07-06,27838.910308299037
2024-07-07,23272.104216506064
2024-07-08,21688.01331037601
2024-07-09,17940.615169387664
2024-07-10,17561.968879637534
2024-07-11,17837.209060901896
2024-07-12,21972.260711891486
2024-07-13,19895.077595898685
2024-07-14,23448.874284482066
2024-07-15,30377.003993227194
2024-07-16,24355.623517158463
2024-07-17,18369.882339160795
2024-07-18,26006.069610819723
2024-07-19,17959.623134892245
2024-07-20,11809.37732411073
2024-07-21,16959.56844541298
2024-07-22,10646.04039487072
2024-07-23,18242.432579793458
2024-07-24,20092.091895947757
2024-07-25,28382.186561376413
2024-07-26,21634.636868820813
2024-07-27,20904.49735595568
2024-07-28,26147.027905917446
2024-07-29,8944.323454960575
2024-07-30,21178.07279054283
2024-07-31,23854.325969434834
2024-08-01,12607.068771100792
2024-08-02,25718.770216034645
2024-08-03,23692.48203747207
2024-08-04,19923.560430495992
2024-08-05,23163.909330531424
2024-08-06,31353.46428902198
2024-08-07,20909.331275292476
2024-08-08,21241.10293150168
2024-08-09,17703.19550229878
2024-08-10,17750.77815267604
2024-08-11,26151.679082721228
2024-08-12,15719.580870455664
2024-08-13,20357.831186096962
2024-08-14,17611.712766174416
2024-08-15,22394.89912873196
2024-08-16,21668.31052643474
2024-08-17,27187.699721289497
2024-08-18,19449.918005726264
2024-08-19,18650.625323533142
2024-08-20,15106.181421088462
2024-08-21,17778.533699619442
2024-08-22,21886.50246522426
2024-08-23,23784.94308322676
2024-08-24,17389.173379111875
2024-08-25,26348.0296005283
2024-08-26,26778.189294024756
2024-08-27,22067.174516118503
2024-08-28,29383.979062790328
2024-08-29,16131.054004482135
2024-08-30,13776.726483442915
2024-08-31,13106.398755478607
2024-09-01,29480.221557445915
2024-09-02,23271.82828177029
2024-09-03,19722.076645447723
2024-09-04,21399.8431315991
2024-09-05,14372.554763508117
2024-09-06,32228.759898084132
2024-09-07,22646.105909876136
2024-09-08,22546.973973024466
2024-09-09,23628.833119493458
2024-09-10,22405.046158683566
2024-09-11,21119.42012139566
2024-09-12,16047.62772277344
2024-09-13,22357.34178567998
2024-09-14,31410.12248237517
2024-09-15,28727.10023077489
2024-09-16,27965.933133196984
2024-09-17,17443.921617844073
2024-09-18,15051.975898707096
2024-09-19,19371.06539950176
2024-09-20,20278.624561443474
2024-09-21,27470.95759235474
2024-09-22,13537.676851425904
2024-09-23,27647.751597303068
2024-09-24,19209.960507105054
2024-09-25,17865.5946502629
2024-09-26,14939.478123699162
2024-09-27,11725.716640671153
2024-09-28,26115.85291980957
2024-09-29,
2024-09-30,13550.195501294731
2024-10-01,13524.60613968192
2024-10-02,18321.07650354936
2024-10-03,28345.107626446967
2024-10-04,18702.043243181975
2024-10-05,14484.285234409468
2024-10-06,20771.28467957028
2024-10-07,18636.38215126165
2024-10-08,6515.5667852921415
2024-10-09,19728.52566741094
2024-10-10,18845.32734895661
2024-10-11,23481.031824067093
2024-10-12,31244.780474726726
2024-10-13,27632.825147738786
2024-10-14,18655.556547225846
2024-10-15,14467.370456291648
2024-10-16,32866.7990162493
2024-10-17,20296.092170072443
2024-10-18,20069.64645956473
2024-10-19,21879.374564449983
2024-10-20,22990.423803839276
2024-10-21,19278.197940380287
2024-10-22,17131.68996559882
2024-10-23,17265.70529379804
2024-10-24,19836.23364892001
2024-10-25,17282.876144331174
2024-10-26,18435.77108661418
2024-10-27,22532.151138459485
2024-10-28,18725.113912895722
2024-10-29,27519.964942913444
2024-10-30,6745.150958034939
2024-10-31,25457.53425961231
2024-11-01,26230.425962488145
2024-11-02,11633.048837959253
2024-11-03,20286.562029598255
2024-11-04,18142.79567002104
2024-11-05,12962.441526410894
2024-11-06,16110.916562045622
2024-11-07,14447.120772670856
2024-11-08,28761.352217118114
2024-11-09,26678.391965737304
2024-11-10,
2024-11-11,
2024-11-12,14354.741143913854
2024-11-13,17377.39866860113
2024-11-14,22446.87280613959
2024-11-15,13889.360955540273
2024-11-16,25564.99215086194
2024-11-17,20798.373009209325
2024-11-18,18125.895962252012
2024-11-19,23554.79984101746
2024-11-20,22221.3165574302
2024-11-21,18195.1691709046
2024-11-22,25796.64901682124
2024-11-23,16594.683362000513
2024-11-24,25079.67803472132
2024-11-25,22965.50628984192
2024-11-26,18452.267803430048
2024-11-27,21630.66511121059
2024-11-28,13744.432118073484
2024-11-29,24620.135096034504
2024-11-30,21075.489317785054
2024-12-01,19386.3848974048
2024-12-02,25245.046129184448
2024-12-03,16478.281547286206
2024-12-04,
2024-12-05,12216.854132380482
2024-12-06,23030.0497567282
2024-12-07,15597.853237518584
2024-12-08,30773.970909921823
2024-12-09,9590.35296058139
2024-12-10,28482.28184145019
2024-12-11,21055.087336013094
2024-12-12,19516.434440648038
2024-12-13,17275.40456595525
2024-12-14,23995.680571760353
2024-12-15,21811.826487875758
2024-12-16,25516.509410082606
2024-12-17,20571.138243310197
2024-12-18,20751.508807309387
2024-12-19,18181.93893893072
2024-12-20,19715.271881394663
2024-12-21,23539.008844460295
2024-12-22,13449.158036716872
2024-12-23,13259.072889471434
2024-12-24,23716.320470113576
2024-12-25,20854.32719063971
2024-12-26,19080.083318236604
2024-12-27,20092.169665326965
2024-12-28,23737.908526808355
2024-12-29,19301.201598453194
2024-12-30,16108.476372988436
2024-12-31,20979.226275488407
