SalePrice,LotArea,NegSkewIncome,HouseAge,MixedFeature,Rooms,Neighborhood,Condition,Description,SaleDate
83776.42946043565,2898.267015786689,-21830.860926004712,38.20232398305984,-0.8378309988906465,6,D,Poor,spacious corner lot central corner lot luxury central bright cozy renovated spacious,2004-06-27
179589.79597182813,425.8199075361877,-16721.419526912206,38.17306203738326,22.54038108921119,2,D,Good,renovated bright central bright quiet modern spacious corner lot cozy cozy bright,2012-01-14
235445.1578618489,1388.2726504279815,-23906.449449522697,39.54085102156628,-2.0233890687008755,7,B,Fair,corner lot corner lot quiet bright garden garden corner lot garden renovated cozy spacious,2001-08-31
177315.186135171,1900.3423213841756,-29922.06095171674,42.18480214871686,-1.8324524320928193,10,A,Excellent,spacious quiet cozy corner lot luxury quiet luxury,2016-04-13
153610.5617624269,1674.8899862844075,-11540.816425875399,52.02013924659616,-14.419103561118092,1,C,Good,bright central modern cozy central bright central quiet,2002-05-31
140007.06326411938,3524.8401236930085,-24831.271244932082,26.439079513809446,9.459295852703784,2,A,Excellent,modern central cozy corner lot quiet renovated,2006-02-28
77709.9826405981,1206.3301238684041,-31983.45281094845,31.09571580077858,9.531762543293539,4,C,Fair,central renovated cozy garden cozy garden,2008-06-19
113559.01035341156,10230.55115723475,-18656.686465082515,25.835615667519747,7.8907520139991,4,E,Excellent,corner lot spacious modern quiet modern corner lot modern garden central central garden,2014-07-23
129272.85628350305,2981.637041377285,-29152.042118506197,30.019768447558107,-6.292206728473624,8,D,Good,modern garden quiet quiet quiet luxury quiet modern central spacious central,2005-11-29
276111.7939161815,2950.6171969260417,-67904.7846906205,45.32873355636312,-7.067067683730057,6,E,Poor,spacious cozy cozy modern spacious renovated luxury luxury,2006-08-25
193263.36917557745,2078.3213671345065,-21126.06537286319,16.549855160693312,-12.931222504049703,2,E,Fair,modern spacious modern bright corner lot,2013-04-12
67405.36696685966,3535.8526526013593,-25779.18906441541,21.389503278344243,0.0,6,C,Poor,luxury cozy garden spacious bright,2008-03-20
191384.9233835175,7387.9685997019205,-16395.74561657768,43.77180936504561,-10.804073292785016,8,B,Poor,luxury bright garden bright corner lot spacious central luxury,2014-07-08
134249.97951623466,1148.4365363198008,-23682.708579590704,40.2003650690209,-11.774165052492886,8,D,Poor,modern quiet corner lot cozy garden luxury renovated bright corner lot,2013-05-23
116022.45162444694,1445.299523863946,-26479.03720316734,26.36868353182922,-4.236907169106759,2,E,Good,bright quiet corner lot central garden central cozy central spacious,2017-09-28
220982.35693072644,2134.315719809455,-23811.809548451263,38.544020011207195,-4.891561751842161,5,A,Fair,renovated cozy modern garden modern,2005-06-17
272528.85060144507,678.267656868193,-14648.919714715597,33.412158424920335,-5.3797852882195505,4,D,Excellent,spacious cozy cozy central modern luxury renovated,2003-08-16
259273.83484673817,1210.533383542456,-23921.782117520925,45.00274609000988,4.664445968402613,3,B,Poor,cozy corner lot renovated bright bright quiet cozy quiet spacious garden,2011-10-27
106979.3643591903,1765.4431937135244,-39532.499133826444,30.745095938267728,0.7904780215027922,8,D,Excellent,quiet spacious corner lot luxury renovated bright,2002-10-08
139440.5761506059,7799.602881738778,-26356.08101246198,40.25632113872582,-2.8815603051111767,3,E,Fair,luxury luxury garden garden modern cozy garden bright bright bright cozy,2018-11-25
192073.17836279733,3979.125943212913,-32363.77030383049,56.4201191049262,1.8301292831148206,7,A,Fair,quiet bright cozy renovated quiet modern central,2011-01-21
265076.1874769452,3688.4031861863,-20034.1823667908,35.98099155047466,-9.915270411046322,2,E,Excellent,cozy luxury quiet renovated central central cozy quiet renovated quiet luxury,2001-11-19
128080.32447914875,7600.640191000575,-29731.432419286866,30.493281657948437,1.0527862390967795,1,B,Excellent,corner lot bright luxury luxury modern,2011-02-20
148326.39730836227,2562.8905786302794,-24629.67104815376,37.22446985220979,1.5060249284463378,5,C,Poor,central quiet luxury garden corner lot renovated cozy modern,2011-07-15
93604.38531245622,4580.261332241504,-15057.563591077167,26.347191417961152,-15.030468593574806,4,A,Excellent,bright quiet garden luxury quiet garden bright central spacious,2011-09-09
89491.29956377526,2660.996808921572,-25019.440006091092,53.87967705524732,9.95693754370362,4,B,Excellent,modern cozy corner lot corner lot modern,2003-05-27
244327.03425599082,3991.40502440026,-14813.901873139203,31.800710376959813,-8.814337052269956,4,B,Good,renovated cozy central bright corner lot corner lot quiet,2009-06-09
320654.6653979394,1570.2113021253226,-17100.241924907506,27.270666797744873,0.9030979920643496,3,E,Poor,spacious bright spacious spacious garden corner lot modern,2017-09-10
156999.03521902824,203.8330193154451,-23759.34778365504,21.643109949799637,11.644117405352702,0,E,Poor,central cozy garden renovated spacious spacious quiet spacious renovated corner lot,2005-08-06
268811.7095364796,2571.6240942755594,-24807.410781565755,40.972201916064385,9.256767577138694,2,E,Fair,garden central luxury central renovated garden quiet luxury renovated quiet renovated,2001-03-16
195012.31950983524,14257.280246272845,-13688.44073875526,38.67187412827739,0.0,3,C,Excellent,cozy renovated central modern central,2003-05-09
117882.0848259397,8257.167932972716,-33576.9234688629,25.02645628585907,-3.6249900288206853,4,D,Good,corner lot modern garden corner lot modern bright,2015-08-05
194988.87853278124,8620.83505460873,-27689.332544891477,35.764513451224225,9.475119085755672,2,D,Fair,central luxury renovated luxury central spacious garden,2006-09-28
351167.3899565151,11611.4132470218,-16615.7883168266,14.914440317871435,6.746949778086199,6,E,Good,spacious garden central cozy spacious renovated,2014-01-10
159865.31851317608,3286.3189265746655,-11908.00427836254,31.849705750731562,-6.183650200441299,5,E,Poor,garden garden luxury quiet bright quiet,2013-10-24
355870.3748389326,3703.550666792407,-20786.066644576218,34.52756352076695,0.0,1,C,Excellent,modern bright modern central quiet central spacious bright bright bright central,2011-06-10
43920.10416833727,1511.084546969752,-18427.92607437847,47.07329809559223,0.0,8,D,Good,quiet corner lot bright cozy luxury spacious luxury spacious,2013-12-02
245475.21212734262,2105.5244466144995,-23046.20016107733,22.291811972713106,1.5403184168358741,6,C,Fair,bright renovated garden renovated central,2018-03-03
169994.8691521665,5868.464326718025,-19048.684737831434,17.216473711976757,-0.8269774501839868,1,B,Poor,luxury bright corner lot corner lot bright,2016-11-01
140153.89176363792,11206.764866535628,-9867.652435945494,21.045720390749583,11.361913746425422,9,D,Good,garden corner lot garden corner lot central bright,2007-07-15
170395.99477639567,2557.0488940399496,-18857.41010560192,16.6343149968508,3.590550934803667,3,E,Good,renovated garden cozy quiet modern quiet modern luxury,2004-10-18
60247.450957559464,1816.7269985767148,-19491.86261325222,43.36657357758983,13.342291941726906,9,A,Fair,luxury central cozy modern garden bright central,2012-02-29
145825.21938795774,2982.689695329401,-28380.694160460116,45.486392950240365,-6.973642279161708,4,B,Good,renovated luxury corner lot spacious spacious corner lot garden,2012-09-03
194571.75333468293,5775.195709011102,-16659.237229944945,33.20216577948829,11.381503309676184,3,A,Poor,bright corner lot renovated spacious central,2018-08-14
340764.54107093357,608.9643346812009,-43108.258460492194,42.21294945685148,-5.289163791046551,7,C,Good,garden cozy cozy bright garden spacious garden bright garden spacious corner lot,2008-03-21
125600.92414897554,238.45984981103646,-10253.186145614309,31.339583805802352,7.775960617922721,5,C,Excellent,luxury luxury spacious spacious corner lot spacious modern modern spacious spacious modern,2016-03-13
108635.46500051812,1626.8639207105668,-37214.99309018137,29.04888352299234,-14.587583925306935,6,C,Excellent,bright spacious quiet quiet garden luxury,2012-06-12
126642.25214182101,778.381163432573,-20136.158568273855,26.669623809462383,2.351352993661885,3,E,Fair,modern renovated modern central bright renovated spacious modern,2008-10-21
257223.60882987906,1704.531859124284,-31064.90327739764,26.896090086224344,-19.8468794144591,7,C,Excellent,bright renovated bright corner lot spacious modern bright renovated,2009-03-13
191832.0550281446,2533.7144049507488,-22740.90566852789,14.521984436909687,-2.671374859417547,5,A,Excellent,cozy renovated cozy modern renovated corner lot luxury,2013-09-22
124881.4165127782,1810.6238802212533,-34746.08609917774,32.64254763607339,4.403539938779136,8,B,Good,bright cozy modern garden luxury luxury bright,2010-10-17
210372.21992611798,14731.072065743841,-18864.84119095692,29.59666089785956,-5.2096855123109576,7,E,Poor,corner lot renovated garden modern renovated central garden modern modern cozy luxury,2009-01-09
170849.57580228653,4270.214081132713,-14193.676534404738,37.45360724077876,-10.504376287559673,3,B,Poor,modern garden quiet garden corner lot garden cozy cozy central,2013-10-28
264163.2323112509,4148.581699154688,-38878.6958441411,30.935234964386098,8.461184692959337,5,C,Good,spacious garden renovated modern renovated garden modern luxury corner lot,2011-10-19
114573.68740011293,5910.158083075506,-21048.987572743543,28.372962984309083,-1.0346278984692345,9,D,Excellent,quiet quiet modern corner lot central luxury,2010-12-28
138160.16770983944,851.7419202527136,-24067.63785416266,21.288069699923692,-4.895706470306716,5,E,Good,luxury luxury garden luxury bright quiet cozy modern bright,2002-06-18
133779.1952838168,9348.984120465673,-36094.680020855165,30.721532368217613,0.41895921154276483,6,C,Excellent,central corner lot renovated garden cozy modern luxury quiet,2003-04-04
78295.27426429492,2742.5935007182984,-14577.257724924188,37.38237230816162,26.366691419455886,4,E,Excellent,spacious renovated modern corner lot spacious luxury corner lot spacious central,2017-11-03
188727.62905654134,6232.474219738511,-27950.667467174873,18.566610089161394,11.53502849781544,6,D,Excellent,garden corner lot garden renovated garden,2001-10-14
185447.59902632836,916.8620673479851,-17396.80934506521,30.87473753680739,11.625736681878402,6,A,Poor,luxury central quiet luxury modern,2018-03-17
163171.44360990284,539.6200913271222,-20892.222880932055,32.33042951529484,4.35546318992364,5,A,Fair,bright renovated central bright garden modern cozy bright cozy garden,2002-09-09
144741.75496755203,7329.617596155589,-22672.580959832885,22.819352163817356,1.6648527257714707,6,A,Poor,modern cozy quiet quiet quiet quiet cozy,2001-07-29
80202.8740281343,4509.991188418166,-12087.307999561228,24.12143695092,-23.96082288330416,4,D,Excellent,quiet garden luxury renovated quiet spacious garden,2000-11-28
131883.90916994278,1105.1576685091568,-16130.46796635722,32.306108487662144,-6.789803464631321,4,B,Good,quiet quiet luxury quiet bright corner lot modern renovated luxury garden corner lot,2011-10-17
137124.25186985527,1145.2412707442027,-37813.7910236763,18.665789817073772,-4.805744132024746,7,D,Good,quiet quiet central corner lot bright modern,2000-10-15
108973.64744148981,10280.233603802273,-31397.277849081933,33.499237152493926,-18.74892064047533,7,D,Excellent,corner lot bright garden cozy bright,2018-06-28
150145.05575534664,805.6479962110498,-21481.43105485486,21.046456263408,0.0,5,C,Fair,bright garden renovated cozy bright central corner lot luxury central renovated,2006-01-22
199192.19236452118,18159.338923134015,-24276.14314262795,40.62853693033216,-19.80836470922634,3,A,Poor,luxury renovated spacious quiet corner lot renovated,2005-12-13
417939.9122623568,1106.8984475691523,-19580.76523387392,53.378277453883,-0.38323835697372494,3,E,Poor,corner lot quiet cozy garden spacious garden,2010-06-30
177599.9639251302,6016.320375808244,-37897.232008663326,21.392431982981805,8.18765970848816,3,B,Excellent,garden garden renovated renovated luxury modern garden quiet central cozy cozy,2002-11-21
185122.89769379812,2076.667400898727,-20330.12324611819,35.342078623746744,11.067745186243288,2,E,Excellent,bright garden central bright quiet cozy renovated modern modern,2016-07-01
156807.94293943048,5787.792136042692,-24166.842713723894,22.732580951179806,0.0,6,C,Fair,garden luxury bright spacious bright quiet quiet,2011-12-18
62355.95104544025,1638.3986283799352,-34836.1896422726,40.4095417379779,-9.63396341198569,3,C,Poor,corner lot cozy spacious quiet renovated modern,2003-08-17
160611.4000785573,2492.2166225601754,-16139.926792962455,17.34741590914785,-19.320651585199595,3,B,Fair,central quiet cozy cozy corner lot spacious,2009-11-04
167730.71826864945,3118.199693458637,-41089.81969424194,34.805867584277124,-17.568686994015017,11,E,Poor,garden bright garden garden quiet corner lot garden,2010-06-24
557724.8705530423,989.8899730711837,-11941.982791539182,21.270110331106473,-12.689825772544985,4,B,Fair,modern quiet modern spacious corner lot spacious luxury bright spacious cozy modern,2007-04-16
147830.18829330528,6733.880002812854,-42271.01275417086,27.930154109016314,-8.888596980356747,30,B,Fair,modern central central quiet quiet cozy modern,2006-05-12
189240.44309116545,1695.0458623485129,-18975.989840665192,19.689747248526928,-1.5974849799158664,8,A,Fair,modern corner lot luxury quiet corner lot,2014-01-13
159954.40984545473,2318.185607897163,-19988.662181543423,38.223504708957535,-10.141642181269683,3,E,Good,corner lot spacious luxury modern garden garden spacious,2005-02-25
90731.60040299446,998.4615935108105,-10342.28315305386,21.63019645560413,3.3897589366826146,7,A,Good,garden garden renovated quiet spacious garden quiet renovated corner lot,2008-05-21
288200.4163657089,177.93760859295878,-18362.79917469485,35.519642593318274,-2.322735027994728,5,A,Good,corner lot quiet spacious corner lot spacious,2015-04-06
237035.8125110898,2416.0021794386043,-14531.54943139932,26.55901971737667,0.105457117410256,3,A,Poor,corner lot luxury spacious spacious bright quiet renovated quiet bright luxury bright,2003-02-27
241715.32591667725,42356.491214862275,-17273.718470821485,28.85527628201137,11.402505526712048,5,D,Fair,corner lot luxury cozy luxury spacious luxury bright spacious cozy luxury,2009-03-24
103291.07707262116,7066.105204823075,-20849.299169417656,31.477559074001285,-11.8023173420037,6,C,Excellent,spacious spacious quiet corner lot bright garden,2000-04-06
328206.13668515143,2918.4664889490164,-32309.502008858453,22.381753283411513,4.187045782923684,5,C,Excellent,bright bright central corner lot spacious cozy quiet luxury modern,2000-10-03
80746.86918285086,2232.3722491112603,-23933.665391299768,32.10367113540887,0.0,5,D,Poor,modern corner lot bright renovated bright modern spacious renovated renovated,2014-10-18
218257.0000877829,3055.542648228065,-24911.147209242183,45.30334564354411,-3.3348628096969524,2,B,Poor,renovated quiet spacious renovated luxury,2007-10-18
486614.6486193177,5441.614215870982,-14211.293500965161,22.219052141672858,8.852563208659603,6,E,Excellent,spacious corner lot spacious quiet quiet quiet,2014-06-28
99183.98487374248,813.3047643152215,-15486.103682403816,41.71810143273845,8.790141545570073,5,E,Fair,modern modern garden modern luxury,2000-11-27
122620.70063820448,10155.328927008506,-45228.830587526136,44.980976334877845,0.0,4,E,Good,renovated corner lot cozy modern spacious cozy spacious corner lot,2006-03-02
171069.58500135984,6548.029521687509,-16414.487140362016,21.83845010971956,0.0,7,A,Poor,garden modern cozy spacious garden bright quiet bright,2011-06-30
126533.4745309593,6568.260407620148,-42722.5986165398,15.44945394909448,2.8121168258406537,5,E,Poor,quiet cozy luxury garden quiet,2008-05-09
74956.8792968567,4828.65535119954,-19985.764426924354,33.01960900171765,-2.730067480225845,6,E,Poor,quiet garden cozy bright garden spacious,2010-02-13
168431.00640772513,3045.9810844239605,-22046.633080573793,24.52592477233127,5.850213322877983,6,E,Excellent,quiet quiet central luxury modern renovated garden corner lot central corner lot quiet,2013-10-29
95687.99668992693,6248.816467280712,-33797.63349543434,48.68603219163002,2.811920179102754,6,C,Good,central luxury cozy central luxury luxury,2006-08-04
206240.08190711384,5715.834284506088,-36634.912888719125,30.348075404998323,18.325612403560125,3,D,Fair,quiet bright quiet renovated spacious garden spacious,2008-10-07
102774.02067371769,2019.398993116613,-21071.46376457167,21.978005919648208,-15.302791359297876,5,B,Fair,modern quiet central quiet cozy garden modern luxury spacious central renovated,2005-09-17
353262.68259573844,1586.1072927521334,-18858.193721040152,18.528404889882886,0.0,4,D,Excellent,corner lot modern spacious modern central spacious spacious corner lot central,2000-11-02
110015.14903936212,3334.37963577834,-21539.24331052239,40.899049590908305,-9.08502511512191,8,E,Poor,corner lot luxury central bright luxury,2002-06-02
138547.60194276986,16381.733247007782,-25214.71448667514,24.288160259158133,6.041074554390441,3,B,Excellent,garden bright modern quiet bright luxury garden garden corner lot modern quiet,2018-03-30
244448.17657554825,762.7895825530658,-31461.55095757637,30.438287994604284,-16.171718900455446,2,B,Excellent,bright corner lot modern corner lot renovated modern corner lot luxury bright,2016-12-11
87953.87794323491,593.3130731581285,-22063.764877661644,39.55802745112481,3.463127102248866,1,D,Fair,luxury corner lot spacious quiet corner lot central cozy quiet luxury modern bright,2011-09-29
182358.52890319773,3573.27179893162,-28213.462008581137,25.157416480691698,-6.300484313483411,7,D,Good,garden spacious central luxury central spacious modern central renovated,2009-10-29
312878.8635317376,3152.5800877658007,-42418.670781205,29.540711712598394,-7.341618661210141,3,D,Fair,luxury renovated modern garden quiet spacious renovated spacious,2009-12-20
72857.32697278078,3607.1592522188603,-25655.771753255987,29.8343159017748,-14.464982035406873,2,D,Excellent,luxury bright corner lot central bright garden bright quiet,2011-11-23
178495.1893228078,3898.505360245071,-24950.799441302544,36.83324511516092,-4.65075946201006,4,A,Excellent,renovated cozy renovated modern modern quiet renovated bright spacious quiet,2013-12-26
185338.91427840735,2331.9906077287783,-11997.285201461149,35.907443355103254,10.845005302909257,6,C,Poor,luxury quiet bright luxury luxury modern quiet cozy central cozy corner lot,2017-05-21
240604.897069681,15349.678105385814,-7690.245182399716,27.798862687451717,-0.2518868352947947,2,C,Poor,quiet cozy renovated spacious central corner lot spacious cozy quiet corner lot quiet,2005-12-02
87686.62380598675,512.3487900510933,-25728.389002926517,30.636490614965176,6.276804178744745,7,E,Excellent,central modern cozy garden luxury,2017-06-22
84100.82817856056,1198.2929397010193,-21206.65459695143,26.282209884765116,16.64641821966275,4,A,Fair,quiet modern garden spacious modern central modern renovated spacious renovated,2018-05-15
211286.59961080507,2660.900195367797,-17927.424781340407,15.223875930805553,2.637555848225758,10,B,Poor,quiet corner lot garden renovated cozy,2008-08-13
188809.2144055207,489.0634852476439,-24280.09315042547,32.57600857398129,-5.5879957206234065,8,D,Good,central spacious central spacious renovated spacious,2014-06-24
184470.79277210092,2456.6653366509054,-21500.651335283674,48.92191760833067,4.6725221518278985,6,E,Good,garden spacious spacious bright modern,2014-02-23
193537.02266422668,18538.727146270798,-34582.812886742904,21.162808593089373,-5.442961463142919,7,B,Excellent,quiet garden corner lot luxury quiet central corner lot central renovated corner lot garden,2007-08-15
115842.59850467011,3050.2387252906033,-22798.37059605766,22.26970290397297,-5.044226832971694,3,C,Good,corner lot central central corner lot garden quiet,2008-08-07
182796.14489436705,3842.0870336659764,-16337.701410586093,21.292722283562586,-15.198927996189848,4,B,Good,corner lot garden bright modern cozy corner lot,2016-10-14
188440.24569489612,745.3238025957821,-32730.626068323985,37.24591778723123,9.262574910843922,8,D,Poor,renovated bright garden modern central,2012-08-08
113871.31693490845,1513.2311092871778,-20194.13652113522,34.4848545419644,-3.8600257564943927,5,D,Poor,modern luxury quiet modern quiet central,2000-06-03
413696.23663905106,1972.947668094379,-27190.275594951723,28.414623075835433,1.8209824581586203,4,C,Fair,bright cozy garden corner lot renovated spacious cozy luxury spacious,2009-12-09
206264.88276534787,2101.724324238797,-18197.43115044342,20.819809383610348,-10.359619286066394,4,D,Poor,quiet central corner lot garden modern modern,2001-04-05
89710.96231045722,12207.529036407432,-16984.71746037971,30.923767916399242,4.359476297154724,5,A,Fair,cozy renovated corner lot quiet spacious corner lot spacious cozy central,2003-10-28
225996.95491063775,5505.264893985901,-22780.66188418085,14.353778726641957,-7.619412381350838,5,E,Poor,cozy garden corner lot central cozy garden quiet renovated luxury,2002-03-01
99973.37353708303,877.7802234898445,-22139.784161620366,31.43426566857493,-1.4170872170182425,4,C,Excellent,modern quiet bright quiet corner lot luxury central spacious modern,2014-07-27
241238.72970739717,3909.4628157910706,-26686.97277164834,38.71524386087934,8.778260312391259,3,C,Fair,renovated renovated luxury quiet renovated bright bright,2018-08-11
290482.26093532884,5156.657737635142,-19782.27668043118,17.48800863366322,0.0,6,B,Excellent,modern corner lot luxury quiet quiet bright renovated modern bright renovated,2017-09-08
107975.41494820865,10447.980053294872,-10566.62878834728,14.674817231703363,-0.22030072516940463,8,C,Fair,garden corner lot central cozy luxury bright luxury garden corner lot garden garden,2018-01-20
263468.228468624,16959.692108907973,-18525.259285131153,45.794378916948595,0.0,5,E,Good,quiet corner lot garden renovated luxury luxury quiet,2010-02-26
200063.57368950947,975.9353934528386,-30258.34783443424,23.88240360495415,29.928105700606412,5,A,Fair,garden modern corner lot modern central spacious luxury garden central luxury modern,2005-02-10
245494.5631633236,1221.771016135815,-19556.237501322317,41.35947845943822,17.45858970273136,3,B,Fair,central renovated garden luxury garden modern spacious central quiet cozy cozy,2004-08-15
420162.36182280554,747.4477141507087,-19959.223354119436,28.460023348021682,7.226748248882985,5,E,Fair,spacious luxury central luxury renovated spacious,2001-07-30
143962.18530139996,2304.4058465561748,-32681.047521522323,28.380451830586725,-7.532037815909708,5,C,Fair,bright renovated luxury modern garden cozy renovated cozy renovated garden,2016-07-14
111650.85530401296,4979.049119315988,-16567.70684874961,34.38412699496645,-1.1359216170196467,10,D,Fair,cozy garden quiet spacious central garden garden garden cozy central central,2010-04-22
104322.54627642604,8831.392376927939,-11883.173806934554,21.160011432535594,-5.434204297765169,4,D,Good,garden modern cozy luxury corner lot spacious garden garden renovated modern,2006-12-18
108238.76549440349,2742.0302002004973,-20655.71988801868,31.324971434956456,12.638559390963884,4,E,Fair,central central central spacious central cozy cozy central luxury quiet,2000-12-27
156599.85635935914,2096.80015183029,-18148.26820613163,26.185105851759072,2.6250289085183383,9,A,Excellent,spacious modern modern luxury luxury,2001-04-01
193025.19191159308,3522.5265868763277,-14965.479663052074,16.795065565949685,-7.841638583598328,5,D,Fair,bright spacious luxury modern bright central,2008-11-23
186903.06634792488,1189.5648038980753,-20534.231825684277,33.37482074726399,-4.707550991247819,4,E,Fair,modern garden central spacious modern garden bright,2011-07-26
246124.21451216564,29687.83348415089,-26811.931131344663,27.366921931220837,11.211881425699046,2,B,Excellent,bright spacious bright modern renovated cozy central quiet modern renovated,2009-10-01
163816.29817988395,508.55474535229695,-21944.779964086214,28.42975171555292,16.00097846820478,4,C,Poor,luxury corner lot cozy garden luxury modern renovated corner lot cozy bright cozy,2008-07-07
