dien_tich,gia,so_phong
116.51123707745992,879.6338584342491,2
132.8824063997796,1067.227744543125,6
175.8717193061579,1003.7777202345385,3
90.18447535988518,1029.3028295646495,3
69.85055342570041,768.09706484336,1
64.41942281497907,1007.3530522776828,5
67.36758860138247,1149.3994873736349,4
96.91593162343584,1435.3430823385124,2
113.64607899266575,1287.781247825562,1
111.06763197320076,1645.9547372534669,1
133.08732996144096,769.7957311335852,6
100.52007567511627,1261.6961910162036,2
158.14136308629267,1055.0026017215055,6
89.41372667048176,1656.9408799653015,4
208.80676666358477,757.5105143934545,1
125.02669391060024,748.0834473457671,1
65.71369774334869,820.1822063667934,5
57.16430007755551,362.8312827070579,4
119.29889660972741,842.2734934957716,1
91.06148858696596,772.2602015338906,4
128.56001976368367,1045.1181359428622,2
118.9295049829418,1102.5267927331479,3
97.08684349372508,1562.851251764766,1
66.1282512772638,1285.127151455815,5
39.40611101256542,826.9289033012791,2
82.13940191731916,730.4755985954926,4
134.2559517729389,1147.5757514519516,6
108.56374976520816,603.9300378938074,2
50.170448851520476,1549.4376297563063,1
106.92723703404728,1353.832036216386,4
115.41269518915347,859.2473043685886,3
64.64570255195468,486.0596412727367,2
106.14900423782112,1406.1617122496239,1
102.32834873784,965.6380464242146,5
54.281188086775074,1371.3448935920385,6
